نمبر شمار,کتاب کا نام,درجہ / شعبہ,مضمون,قسم,مصنف / شارح,PDF لنک
274,تذکیر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا ذاکر حسینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TAZKEER-URDU-SHARH-NAHWMEER.pdf
275,بدر منیر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا منیر احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/BADR%20E%20MUNEER%20URDU%20SHAR%20NAHWMEER.pdf
276,ہدیہ صغیر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا محمد صغیرؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/HadyaESaghirUrduSharhNahwameer.pdf
277,التنویر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا انوار احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AlTanveerUrduSharhNahwmeer.pdf
278,راہنمائے ترکیب (نحوی تراکیب کی رہنمائی),درجہ اولیٰ,نحو,شروح وحواشی,مولانا مفتی عبد الرحیمؒ,https://www.mediafire.com/file/y7lpw10dlycsh9c/RAHNUMA_E_TARKEEB.pdf/file
279,تنویر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا تنویر احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TanveerUrduSharhNahwmeer.pdf
280,بدر السعید (شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا سعید احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/BADRUS_SAEED_SHARH_NAHWMIR.pdf
281,تصویر (نقشوں کے ساتھ شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,علامہ تصویر احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TASWEER.pdf
282,سؤل الفقیر (اردو شرح نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا فقیر محمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/SaulFaqeerUrduSharhNahwmeer.pdf
283,درس نحو میر (افادات مولانا احمد ممتاز),درجہ اولیٰ,نحو,شروح وحواشی,مولانا احمد ممتازؒ,https://archive.org/download/DARSENAHWMEER/DARS%20E%20NAHW%20MEER%20BY%20MAULANA%20AHMED%20MUMTAZ.pdf
284,الضوء المستنیر (شرح اردو نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,علامہ المستنیرؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/DHAWUL_MUSTANIR_SHARH_URDU_NAHWMIR.pdf
285,الکوکب المنیر (شرح اردو نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,علامہ کوکب الحسینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/AL_KAOKAB_UL_MUNIR_SHARH_URDU_NAHWMIR.pdf
286,إقناع الضمیر (تعریب وترکیب نحو میر),درجہ اولیٰ,نحو,شروح وحواشی,مولانا عبد السلامؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/IQNA%20UZ%20ZAMIR%20TAREEB%20NAHWMIR.pdf
287,النحو الواضح (مکتبۃ البشریٰ),درجہ اولیٰ,نحو,اصل کتاب,علی الجارم ومصطفیٰ امین,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AL%20NAHW%20UL%20WAZEH%20AL%20BUSHRA.pdf
288,ارشاد الصرف (اصل عربی متن),درجہ اولیٰ,صرف,اصل کتاب,مولانا مشتاق احمد چرتھاولیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/IrshadUsSarfArabic.pdf
289,ارشاد التمرين (شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا ارشاد احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/IRSHAD_AL_TAMREEN_SHARH_IRSHAD_AL_SARF.pdf
290,منہاج الصرف (شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,سعد الباقی حقانیؒ,https://archive.org/download/MINHAJUSSARF/MINHAJ%20US%20SARF%20BY%20SADUL%20BAQI%20HAQQANI.pdf
291,تنویر الصرف (اردو شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا تنویر الحقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TanweerUsSarfUrduSharhIrshadUsSarf.pdf
292,إظہار الصدف (شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا صدف حسینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/IzharUsSadafSharhIrshadUsSarf.pdf
293,خیر الزاد (اردو شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا خیر محمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/KhairUzZadUrduSharhIrshadUsSarf.pdf
294,درس ارشاد الصرف (افادات مفتی احمد ممتاز),درجہ اولیٰ,صرف,شروح وحواشی,مفتی احمد ممتازؒ,https://archive.org/download/DARSEIRSHADUSSAR/DARS%20E%20IRSHAD%20US%20SARF%20BY%20MUFTI%20AHMAD%20MUMTAZ.pdf
295,معارف الصرف (اردو شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا معارف الحقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MaarifUsSarfUrduSharhIrshadUsSarf.pdf
296,إملاء الصرف (اردو شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا املاء الحسینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/ImlaUsSarfUrduSharhIrshadUsSarf.pdf
297,انوار الصرف (اردو شرح ارشاد الصرف),درجہ اولیٰ,صرف,شروح وحواشی,مولانا انوار الرحمنؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AnwaarUsSarfUrduSharhIrshadUsSarf.pdf
298,میزان ومنشعب (اردو),درجہ اولیٰ,صرف,اصل کتاب,ملا حمزہ بدخشیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MIZAN-O-MUNSHAEIB-URDU.pdf
299,میزان ومنشعب (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,صرف,اصل کتاب,ملا حمزہ بدخشیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/MezanOManshaabAlBushraColor.pdf
300,میزان الأفعال,درجہ اولیٰ,صرف,اصل کتاب,ملا حمزہ بدخشیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MIZAN_UL_AFAAL.pdf
301,قوانین علم الصرف,درجہ اولیٰ,صرف,شروح وحواشی,مولانا عنایت اللہؒ,https://archive.org/download/BestUrduBooks517/QAWANEEN-E-ELM-US-SARF.pdf
302,شرح مائۃ عامل (مکتبہ رشیدیہ),درجہ اولیٰ,نحو,اصل کتاب,الشیخ عبد القاہر الجرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/SHARH%20MIATA%20AMIL%20RASHEDIA.pdf
303,شرح مائۃ عامل (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,نحو,اصل کتاب,الشیخ عبد القاہر الجرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/SharhMiataAmilAlBushraColor.pdf
304,شرح مائۃ عامل (معیاری نسخہ),درجہ اولیٰ,نحو,اصل کتاب,عبد القاہر الجرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/SHARH_E_MIATA_AAMIL.pdf
305,البشیر الکامل (اردو شرح شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مولانا بشیر احمدؒ,http://www.mediafire.com/file/4lca029o05aax2q/AL%252520BASHEER%252520UL%252520KAMIL%252520Sharh%252520urdu%252520Sharh%252520e%252520Miata%252520Aamil.pdf/file
306,مصباح العوامل (اردو شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مولانا مصباح الحسنؒ,http://www.mediafire.com/file/2qtzurt24fzu3zc/MISBAH%252520UL%252520AWAMIL%252520URDU%252520SHAR%252520MIATA%252520AAMIL.pdf/file
307,قانونچہ عثمانی (شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مفتی عثمانؒ,https://archive.org/download/q-e-usmani/QANOONCHA_E_USMANI.pdf
308,کشف العوامل (شرح شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مولانا کاشف علیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/KASHF_UL_AWAMIL_SHARH_SHARH_E_MIATA_AMIL.pdf
309,مفتاح العوامل (اردو شرح شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مولانا مفتاح الدینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MiftahUlAwamilUrduSharhSharhEMiataAamil.pdf
310,رفعت العوامل (اردو شرح شرح مائۃ عامل),درجہ اولیٰ,نحو,شروح وحواشی,مولانا رفعت احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/RifatUlAwamilUrduSharhSharhEMiataAamil.pdf
311,عوامل النحو (مکتبۃ البشریٰ),درجہ اولیٰ,نحو,اصل کتاب,الشیخ عبد القاہر الجرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AWAMIL%20UN%20NAHW%20AL%20BUSHRA.pdf
312,سدرۃ النحوۃ (شرح عوامل النحو),درجہ اولیٰ,نحو,شروح وحواشی,مولانا سدرۃ الحقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/SIDRATUN_NAHWA_SHARH_AWAMIL_UN_NAHWA.pdf
313,علم النحو (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,نحو,اصل کتاب,مولانا مشتاق احمد چرتھاولیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/IlmUnNahwAlBushraColor.pdf
314,علم النحو (قدیمی ایڈیشن),درجہ اولیٰ,نحو,اصل کتاب,مولانا مشتاق احمد چرتھاولیؒ,http://www.mediafire.com/file/cnr0n1w292al6k3/ILM%252520UN%252520NAHW%252520QADEMI.pdf/file
315,تسہیل النحو,درجہ اولیٰ,نحو,اصل کتاب,علامہ جمیل احمد سکندرآبادیؒ,http://www.mediafire.com/file/3qclh8hlcehnc95/TASHEEL%252520UL%252520NAHW.pdf/file
316,ریاض النحو (اردو شرح تسہیل النحو),درجہ اولیٰ,نحو,شروح وحواشی,مولانا ریاض احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/RiazUnNahwUrduSharhTasheelUnNahw.pdf
317,ترتیب النحو (اردو شرح تسہیل النحو),درجہ اولیٰ,نحو,شروح وحواشی,مولانا ترتیب علیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/TARTIB_UN_NAHW_URDU_TASHIL_UN_NAHW.pdf
318,تسہیل المبتدی (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,نحو,اصل کتاب,مولانا محمد مشتاقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/TasheelUlMubtadiAlBushraColor.pdf
319,تیسیر المبتدی (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,نحو,اصل کتاب,علامہ تیسیر الحقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/TaiseerUlMubtadiAlBushraColor.pdf
320,علم الصرف اولین (مکتبۃ البشریٰ),درجہ اولیٰ,صرف,اصل کتاب,مولانا مشتاق احمد چرتھاولیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/IlmUsSarfAowalainAlBushraColor.pdf
321,علم الصرف آخرین (مکتبۃ البشریٰ),درجہ اولیٰ,صرف,اصل کتاب,مولانا مشتاق احمد چرتھاولیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/IlmUsSarfAakherainAlBushraColor.pdf
322,شرح علم الصرف اولین,درجہ اولیٰ,صرف,شروح وحواشی,مولانا عبد الرشیدؒ,https://archive.org/download/june_22/SHARH_ILMUS_SARF_AWWALAIN.pdf
323,صرف میر (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,صرف,اصل کتاب,میر سید شریف جرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/SarfEMeerAlBushraColor.pdf
324,صرف میر (مکتبہ حقانیہ ایڈیشن),درجہ اولیٰ,صرف,اصل کتاب,میر سید شریف جرجانیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/SARF%20E%20MEER%20HAQQANIA.pdf
325,معجم تصریف الأفعال العربیۃ,درجہ اولیٰ,صرف,اصل کتاب,الشیخ انطون الدحداح,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/MUJAM_TASREEF_UL_AFAAL_AL_ARABIA.pdf
326,معجم ابواب الصرف,درجہ اولیٰ,صرف,اصل کتاب,مولانا محمد مصطفیٰؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MUJAM%20E%20ABWAB%20US%20SARF.pdf
327,ابواب الصرف جدید (عربی),درجہ اولیٰ,صرف,اصل کتاب,مولانا خلیل الرحمنؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/ABWAB-UL-SARF-JADEED-ARABIC.pdf
328,تیسیر الأبواب (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,صرف,اصل کتاب,علامہ تیسیر الرحمنؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/TaiseerUlAbwabAlBushraColor.pdf
329,جمال القرآن (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,تجوید,اصل کتاب,حکیم الامت مولانا اشرف علی تھانویؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/JamalUlQuranAlBushraColor.pdf
330,جمال القرآن (قدیمی ایڈیشن),درجہ اولیٰ,تجوید,اصل کتاب,حکیم الامت مولانا اشرف علی تھانویؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/JAMAL%20UL%20QURAN%20QADEMI.pdf
331,متن المقدمۃ الجزریۃ,درجہ اولیٰ,تجوید,اصل کتاب,الإمام ابن الجزریؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/MATN%20AL%20MUQADDAMAH%20TUL%20JAZARIYAH.pdf
332,قصص النبیین (جلد اول),درجہ اولیٰ,عربی ادب,اصل کتاب,مولانا سید ابو الحسن علی ندویؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/QASAS%20UL%20NABIYYEN%20VOL%201.pdf
333,الطریقۃ العصریۃ (جلد اول),درجہ اولیٰ,انشاء,اصل کتاب,مولانا عبد الرزاقؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AL%20TAREQA%20TUL%20ASRIYAH%20VOL%201.pdf
334,التحفۃ المرضیۃ (اردو ترجمہ الطریقۃ العصریۃ),درجہ اولیٰ,انشاء,ترجمہ,مولانا عبد المرتضیٰؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/AlTohfatUlMarziahUrduTarjamaAlTariqatulAsria.pdf
335,عربی کا معلم (جلد اول - مکتبۃ البشریٰ),درجہ اولیٰ,عربی ادب,اصل کتاب,مولانا عبد الستار خانؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/ArabiKaMuallimVol1AlBushraColor.pdf
336,کلید عربی کا معلم (جلد اول),درجہ اولیٰ,عربی ادب,شروح وحواشی,مولانا عبد الستار خانؒ,https://archive.org/download/KaleedArabiKaMuallim/Kaleed_Arabi_Ka_Muallim_1.pdf
337,تعلیم المتعلم طریق التعلم (مکتبہ رحمانیہ),درجہ اولیٰ,اخلاقیات,اصل کتاب,الإمام الزرنوجیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TALEEM%20UL%20MUTAALLIM%20TAREQ%20UL%20TAALLUM%20RAHMANIA.pdf
338,تعلیم المتعلم (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,اخلاقیات,اصل کتاب,الإمام الزرنوجیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/TaleemUlMutaallimAlBushraColor.pdf
339,تفہیم المتعلم (اردو شرح تعلیم المتعلم),درجہ اولیٰ,اخلاقیات,شروح وحواشی,مولانا مفتی تفہیم الحقؒ,https://archive.org/download/DarsENizamiMutafarriq/TAFHIM_UL_MUTALLIM.pdf
340,الطریقۃ الجدیدۃ (جلد دوم),درجہ اولیٰ,انشاء,اصل کتاب,مولانا عبد الجبارؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TAREQAH%20JADEDAH%20VOL%202.pdf
341,پند نامہ عطار (مکتبۃ البشریٰ رنگین ایڈیشن),درجہ اولیٰ,فارسی,اصل کتاب,الشیخ فرید الدین عطار نیشاپوریؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear_02/PandNamahAlBushraColor.pdf
342,فارسی زبان کا آسان قاعدہ,درجہ اولیٰ,فارسی,اصل کتاب,مولانا مشتاق احمدؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/FARSI%20ZABAN%20KA%20ASAN%20QAIDAH.pdf
343,پنج گنج (اصل فارسی متن),درجہ اولیٰ,صرف,اصل کتاب,الملا اشرف علیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/PANJ%20GANJ.pdf
344,پنج گنج (اردو ترجمہ مع تسہیل),درجہ اولیٰ,صرف,اصل کتاب,الملا اشرف علیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/PANJ-GANJ-URDU.pdf
345,گنجینہ صرف (اردو شرح پنج گنج),درجہ اولیٰ,صرف,شروح وحواشی,مولانا گنجینۃ الحقؒ,https://archive.org/download/aug_23/GANJINA_E_SARF_URDU_SHARH_PANJGANJ.pdf
346,درس پنج گنج,درجہ اولیٰ,صرف,شروح وحواشی,مولانا احمد علیؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/DARS_E_PANJ_GANG.pdf
347,تعلیم الصرف,درجہ اولیٰ,صرف,اصل کتاب,مولانا عبد اللطیفؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TaleemUsSarf.pdf
348,تدریب النحو,درجہ اولیٰ,نحو,اصل کتاب,مولانا تدریب الحسینؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TADREEB-UN-NAHW.pdf
349,تدریب الصرف,درجہ اولیٰ,صرف,اصل کتاب,مولانا تدریب الصرفؒ,https://archive.org/download/DarsENizami_DarjaAula_1stYear/TadreebUsSarf.pdf
350,رحیما (اردو شرح کریما سعدی),درجہ اولیٰ,فارسی,شروح وحواشی,الشیخ سعدی شیرازیؒ / مولانا رحیم بخشؒ,https://archive.org/download/feb2024/RAHEEMA_SHARH_KAREEMA.pdf
